region,postcode_sector,year,avg_price,volume
North West,CW8 3,2023,187000,99
North West,CW8 4,2023,148000,246
North West,CW9 5,2023,105000,57
North West,CW9 6,2023,275000,58
North West,CW9 7,2023,140000,174
North West,CW9 8,2023,185000,250
North West,FY1 1,2023,84000,9
North West,FY1 2,2023,88000,155
North West,FY1 3,2023,71000,70
North West,FY1 4,2023,94000,144
North West,FY1 5,2023,78000,104
North West,FY1 6,2023,87000,155
North West,FY2 0,2023,93000,221
North West,FY2 9,2023,117000,201
North West,FY3 0,2023,176000,30
North West,FY3 7,2023,81000,149
North West,FY3 8,2023,115000,168
North West,FY3 9,2023,109000,191
North West,FY4 1,2023,115000,137
North West,FY4 2,2023,106000,120
North West,FY4 3,2023,83000,173
North West,FY4 4,2023,94000,190
North West,FY4 5,2023,156000,88
North West,FY5 1,2023,124000,147
North West,FY5 2,2023,118000,243
North West,FY5 3,2023,123000,241
North West,FY5 4,2023,113000,174
North West,FY5 5,2023,148000,100
North West,FY6 0,2023,132000,128
North West,FY6 7,2023,172000,222
North West,FY6 8,2023,225000,83
North West,FY6 9,2023,179000,36
North West,FY7 6,2023,85000,150
North West,FY7 7,2023,90000,114
North West,FY7 8,2023,126000,131
North West,FY8 1,2023,193000,197
North West,FY8 2,2023,140000,179
North West,FY8 3,2023,157000,170
North West,FY8 4,2023,210000,224
North West,FY8 5,2023,265000,152
North West,HD1 1,2023,80000,5
North West,HD1 2,2023,109000,4
North West,HD1 3,2023,79000,71
North West,HD1 4,2023,110000,105
North West,HD1 5,2023,134000,35
North West,HD1 6,2023,72000,25
North West,HD2 1,2023,105000,170
North West,HD2 2,2023,185000,205
North West,HD3 2,2023,250000,3
North West,HD3 3,2023,148000,268
North West,HD3 4,2023,104000,212
North West,HD4 5,2023,100000,185
North West,HD4 6,2023,140000,108
North West,HD4 7,2023,184000,106
North West,HD5 0,2023,137000,74
North West,HD5 8,2023,126000,198
North West,HD5 9,2023,92000,131
North West,HD6 1,2023,97000,55
North West,HD6 2,2023,125000,108
North West,HD6 3,2023,138000,165
North West,HD6 4,2023,146000,87
North West,HD7 1,2023,415000,1
North West,HD7 4,2023,134000,142
North West,HD7 5,2023,132000,159
North West,HD7 6,2023,149000,75
North West,HD7 7,2023,58000,1
North West,HD8 0,2023,191000,157
North West,HD8 8,2023,198000,180
North West,HD8 9,2023,167000,173
North West,HD9 1,2023,192000,129
North West,HD9 2,2023,159000,71
North West,HD9 3,2023,185000,60
North West,HD9 4,2023,182000,57
North West,HD9 5,2023,180000,79
North West,HD9 6,2023,154000,103
North West,HD9 7,2023,207000,78
North West,HX1 1,2023,71000,8
North West,HX1 2,2023,147000,95
North West,HX1 3,2023,71000,119
North West,HX1 4,2023,63000,92
North West,HX1 5,2023,56000,37
North West,HX2 0,2023,101000,157
North West,HX2 6,2023,141000,82
North West,HX2 7,2023,149000,77
North West,HX2 8,2023,90000,92
North West,HX2 9,2023,119000,97
North West,HX3 0,2023,166000,131
North West,HX3 5,2023,74000,77
North West,HX3 6,2023,92000,117
North West,HX3 7,2023,172000,167
North West,HX3 8,2023,185000,131
North West,HX3 9,2023,104000,136
North West,HX4 0,2023,218000,19
North West,HX4 8,2023,136000,93
North West,HX4 9,2023,166000,74
North West,HX5 0,2023,130000,96
North West,HX5 9,2023,123000,68
North West,HX6 1,2023,148000,55
North West,HX6 2,2023,112000,125
North West,HX6 3,2023,153000,41
North West,HX6 4,2023,179000,110
North West,HX7 5,2023,143000,75
North West,HX7 6,2023,165000,25
North West,HX7 7,2023,218000,49
North West,HX7 8,2023,139000,70
North West,L1 0,2023,118000,38
North West,L1 1,2023,67000,2
North West,L1 2,2023,149000,16
North West,L1 3,2023,136000,8
North West,L1 4,2023,123000,41
North West,L1 5,2023,148000,49
North West,L1 6,2023,92000,25
North West,L1 7,2023,134000,2
North West,L1 8,2023,151000,22
North West,L1 9,2023,238000,8
North West,L10 0,2023,95000,12
North West,L10 1,2023,103000,22
North West,L10 2,2023,138000,17
North West,L10 3,2023,129000,16
North West,L10 4,2023,82000,59
North West,L10 6,2023,120000,15
North West,L10 7,2023,86000,14
North West,L10 8,2023,174000,25
North West,L10 9,2023,82000,12
North West,L11 0,2023,75000,7
North West,L11 1,2023,122000,33
North West,L11 2,2023,113000,23
North West,L11 3,2023,75000,17
North West,L11 4,2023,90000,25
North West,L11 5,2023,81000,6
North West,L11 6,2023,75000,5
North West,L11 7,2023,67000,16
North West,L11 8,2023,98000,10
North West,L11 9,2023,72000,21
North West,L12 0,2023,112000,133
North West,L12 1,2023,487000,3
North West,L12 2,2023,150000,10
North West,L12 3,2023,156000,19
North West,L12 4,2023,127000,52
North West,L12 5,2023,170000,39
North West,L12 6,2023,75000,12
North West,L12 7,2023,129000,24
North West,L12 8,2023,114000,37
North West,L12 9,2023,129000,54
North West,L13 0,2023,108000,16
North West,L13 1,2023,67000,23
North West,L13 2,2023,66000,45
North West,L13 3,2023,86000,50
North West,L13 4,2023,100000,30
North West,L13 5,2023,80000,82
North West,L13 6,2023,105000,38
North West,L13 7,2023,102000,49
North West,L13 8,2023,70000,55
North West,L13 9,2023,80000,23
North West,L14 0,2023,80000,43
North West,L14 1,2023,74000,8
North West,L14 2,2023,82000,18
North West,L14 3,2023,152000,26
North West,L14 4,2023,53000,10
North West,L14 5,2023,106000,19
North West,L14 6,2023,108000,18
North West,L14 7,2023,162000,51
North West,L14 8,2023,114000,17
North West,L14 9,2023,80000,29
North West,L15 0,2023,69000,36
North West,L15 1,2023,76000,37
North West,L15 2,2023,96000,33
North West,L15 3,2023,123000,50
North West,L15 4,2023,90000,64
North West,L15 5,2023,126000,30
North West,L15 6,2023,158000,41
North West,L15 7,2023,191000,28
North West,L15 8,2023,129000,65
North West,L15 9,2023,170000,21
North West,L16 0,2023,268000,5
North West,L16 1,2023,164000,17
North West,L16 2,2023,202000,25
North West,L16 3,2023,131000,28
North West,L16 4,2023,166000,3
North West,L16 5,2023,150000,23
North West,L16 6,2023,118000,19
North West,L16 7,2023,215000,27
North West,L16 8,2023,165000,17
North West,L16 9,2023,211000,7
North West,L17 0,2023,170000,60
North West,L17 1,2023,208000,2
North West,L17 2,2023,191000,19
North West,L17 3,2023,117000,20
North West,L17 4,2023,154000,20
North West,L17 5,2023,280000,15
North West,L17 6,2023,228000,36
North West,L17 7,2023,141000,80
North West,L17 8,2023,153000,51
North West,L17 9,2023,133000,37
North West,L18 0,2023,207000,19
North West,L18 1,2023,146000,95
North West,L18 2,2023,303000,27
North West,L18 3,2023,218000,44
North West,L18 4,2023,225000,25
North West,L18 5,2023,179000,36
North West,L18 6,2023,316000,20
North West,L18 7,2023,200000,28
North West,L18 8,2023,237000,25
North West,L18 9,2023,253000,45
North West,L19 0,2023,234000,23
North West,L19 1,2023,109000,34
North West,L19 2,2023,149000,65
North West,L19 3,2023,191000,33
North West,L19 4,2023,158000,22
North West,L19 5,2023,135000,14
North West,L19 6,2023,164000,13
North West,L19 7,2023,182000,15
North West,L19 8,2023,122000,33
North West,L19 9,2023,210000,41
North West,L2 0,2023,161000,8
North West,L2 2,2023,132000,23
North West,L2 3,2023,75000,1
North West,L2 5,2023,161000,4
North West,L2 6,2023,116000,2
North West,L2 7,2023,128000,4
North West,L2 8,2023,151000,7
North West,L2 9,2023,111000,4
North West,L20 0,2023,84000,21
North West,L20 2,2023,57000,17
North West,L20 3,2023,82000,20
North West,L20 4,2023,55000,71
North West,L20 5,2023,64000,26
North West,L20 6,2023,103000,78
North West,L20 7,2023,83000,29
North West,L20 8,2023,68000,4
North West,L20 9,2023,75000,72
North West,L21 0,2023,80000,22
North West,L21 1,2023,101000,36
North West,L21 2,2023,114000,24
North West,L21 3,2023,48000,5
North West,L21 4,2023,48000,16
North West,L21 5,2023,113000,17
North West,L21 6,2023,56000,12
North West,L21 7,2023,92000,36
North West,L21 8,2023,62000,38
North West,L21 9,2023,106000,51
North West,L22 0,2023,106000,24
North West,L22 1,2023,164000,15
North West,L22 2,2023,140000,20
North West,L22 3,2023,134000,20
North West,L22 4,2023,138000,32
North West,L22 5,2023,124000,15
North West,L22 6,2023,122000,22
North West,L22 7,2023,126000,19
North West,L22 8,2023,198000,11
North West,L22 9,2023,107000,16
North West,L23 0,2023,165000,69
North West,L23 1,2023,157000,26
North West,L23 2,2023,174000,51
North West,L23 3,2023,137000,28
North West,L23 4,2023,239000,18
North West,L23 5,2023,145000,39
North West,L23 6,2023,190000,56
North West,L23 7,2023,211000,42
North West,L23 8,2023,227000,33
North West,L23 9,2023,162000,46
North West,L24 0,2023,91000,20
North West,L24 1,2023,149000,19
North West,L24 2,2023,75000,26
North West,L24 3,2023,76000,27
North West,L24 4,2023,181000,9
North West,L24 5,2023,205000,7
North West,L24 6,2023,54000,6
North West,L24 7,2023,55000,10
North West,L24 9,2023,130000,29
North West,L25 0,2023,126000,27
North West,L25 1,2023,159000,16
North West,L25 2,2023,106000,22
North West,L25 3,2023,145000,26
North West,L25 4,2023,258000,41
North West,L25 5,2023,142000,61
North West,L25 6,2023,168000,26
North West,L25 7,2023,225000,49
North West,L25 8,2023,158000,45
North West,L25 9,2023,107000,40
North West,L26 0,2023,166000,30
North West,L26 1,2023,113000,31
North West,L26 2,2023,146000,1
North West,L26 3,2023,323000,1
North West,L26 6,2023,227000,28
North West,L26 7,2023,125000,72
North West,L26 9,2023,107000,32
North West,L27 0,2023,78000,8
North West,L27 1,2023,160000,5
North West,L27 4,2023,99000,5
North West,L27 5,2023,78000,12
North West,L27 6,2023,75000,1
North West,L27 7,2023,93000,7
North West,L27 8,2023,62000,2
North West,L28 0,2023,63000,5
North West,L28 1,2023,107000,4
North West,L28 3,2023,107000,7
North West,L28 4,2023,45000,1
North West,L28 6,2023,100000,1
North West,L28 8,2023,74000,2
North West,L29 6,2023,138000,1
North West,L29 7,2023,206000,6
North West,L29 9,2023,308000,2
North West,L3 0,2023,188000,37
North West,L3 1,2023,168000,51
North West,L3 2,2023,142000,36
North West,L3 3,2023,60000,6
North West,L3 4,2023,163000,95
North West,L3 5,2023,102000,20
North West,L3 6,2023,107000,45
North West,L3 7,2023,125000,1
North West,L3 8,2023,92000,35
North West,L3 9,2023,187000,43
North West,L30 0,2023,69000,18
North West,L30 1,2023,99000,38
North West,L30 2,2023,91000,16
North West,L30 3,2023,72000,20
North West,L30 5,2023,75000,22
North West,L30 6,2023,100000,3
North West,L30 7,2023,122000,29
North West,L30 8,2023,124000,10
North West,L30 9,2023,33000,4
North West,L31 0,2023,139000,32
North West,L31 1,2023,156000,65
North West,L31 2,2023,151000,56
North West,L31 3,2023,165000,22
North West,L31 4,2023,173000,39
North West,L31 5,2023,129000,35
North West,L31 6,2023,143000,45
North West,L31 7,2023,176000,31
North West,L31 8,2023,181000,33
North West,L31 9,2023,152000,54
North West,L32 0,2023,84000,32
North West,L32 1,2023,157000,28
North West,L32 2,2023,99000,16
North West,L32 3,2023,106000,10
North West,L32 4,2023,93000,19
North West,L32 5,2023,90000,6
North West,L32 6,2023,83000,11
North West,L32 7,2023,79000,15
North West,L32 8,2023,60000,13
North West,L32 9,2023,98000,37
North West,L33 0,2023,85000,7
North West,L33 1,2023,89000,45
North West,L33 2,2023,126000,24
North West,L33 4,2023,112000,83
North West,L33 5,2023,92000,7
North West,L33 6,2023,80000,13
North West,L33 7,2023,97000,3
North West,L33 8,2023,73000,13
North West,L33 9,2023,92000,4
North West,L34 0,2023,174000,17
North West,L34 1,2023,167000,47
North West,L34 2,2023,197000,36
North West,L34 3,2023,212000,3
North West,L34 4,2023,264000,5
North West,L34 5,2023,92000,43
North West,L34 6,2023,92000,37
North West,L34 8,2023,131000,2
North West,L34 9,2023,90000,2
North West,L35 0,2023,169000,22
North West,L35 1,2023,167000,22
North West,L35 2,2023,92000,25
North West,L35 3,2023,112000,82
North West,L35 4,2023,131000,38
North West,L35 5,2023,84000,39
North West,L35 6,2023,174000,13
North West,L35 7,2023,134000,37
North West,L35 8,2023,107000,30
North West,L35 9,2023,158000,18
North West,L36 0,2023,96000,48
North West,L36 1,2023,94000,29
North West,L36 2,2023,90000,29
North West,L36 3,2023,82000,23
North West,L36 4,2023,136000,85
North West,L36 5,2023,155000,53
North West,L36 6,2023,98000,32
North West,L36 7,2023,88000,31
North West,L36 8,2023,109000,59
North West,L36 9,2023,139000,34
North West,L37 1,2023,450000,30
North West,L37 2,2023,251000,57
North West,L37 3,2023,253000,65
North West,L37 4,2023,164000,32
North West,L37 5,2023,242000,3
North West,L37 6,2023,197000,43
North West,L37 7,2023,292000,44
North West,L37 8,2023,138000,33
North West,L38 0,2023,165000,2
North West,L38 1,2023,263000,3
North West,L38 3,2023,488000,3
North West,L38 6,2023,196000,5
North West,L38 9,2023,209000,20
North West,L39 0,2023,245000,9
North West,L39 1,2023,146000,67
North West,L39 2,2023,167000,58
North West,L39 3,2023,201000,48
North West,L39 4,2023,183000,76
North West,L39 5,2023,248000,64
North West,L39 6,2023,243000,21
North West,L39 7,2023,395000,12
North West,L39 8,2023,342000,13
North West,L39 9,2023,242000,2
North West,L4 0,2023,53000,61
North West,L4 1,2023,85000,41
North West,L4 2,2023,64000,97
North West,L4 3,2023,61000,57
North West,L4 4,2023,51000,58
North West,L4 5,2023,60000,93
North West,L4 6,2023,81000,40
North West,L4 7,2023,79000,28
North West,L4 8,2023,77000,26
North West,L4 9,2023,82000,27
North West,L40 0,2023,196000,21
North West,L40 1,2023,247000,34
North West,L40 2,2023,248000,15
North West,L40 3,2023,399000,5
North West,L40 4,2023,160000,23
North West,L40 5,2023,193000,54
North West,L40 6,2023,191000,23
North West,L40 7,2023,188000,82
North West,L40 8,2023,268000,7
North West,L40 9,2023,243000,16
North West,L41 9,2023,16000,1
North West,L43 7,2023,26000,1
North West,L5 0,2023,79000,5
North West,L5 1,2023,84000,18
North West,L5 2,2023,131000,11
North West,L5 3,2023,85000,19
North West,L5 4,2023,70000,11
North West,L5 5,2023,88000,10
North West,L5 6,2023,57000,37
North West,L5 7,2023,50000,23
North West,L5 8,2023,46000,4
North West,L5 9,2023,111000,10
North West,L6 0,2023,70000,60
North West,L6 1,2023,101000,23
North West,L6 2,2023,121000,16
North West,L6 3,2023,65000,23
North West,L6 4,2023,81000,68
North West,L6 5,2023,57000,33
North West,L6 6,2023,57000,71
North West,L6 7,2023,137000,9
North West,L6 8,2023,110000,15
North West,L6 9,2023,65000,13
North West,L7 0,2023,84000,54
North West,L7 1,2023,96000,20
North West,L7 2,2023,71000,25
North West,L7 3,2023,63000,12
North West,L7 4,2023,45000,11
North West,L7 5,2023,80000,9
North West,L7 6,2023,81000,29
North West,L7 7,2023,187000,6
North West,L7 8,2023,93000,62
North West,L7 9,2023,79000,5
North West,L8 0,2023,78000,57
North West,L8 1,2023,96000,7
North West,L8 2,2023,68000,12
North West,L8 3,2023,134000,34
North West,L8 4,2023,75000,27
North West,L8 5,2023,111000,43
North West,L8 6,2023,83000,25
North West,L8 7,2023,135000,35
North West,L8 8,2023,60000,16
North West,L8 9,2023,56000,32
North West,L9 0,2023,91000,59
North West,L9 1,2023,67000,67
North West,L9 2,2023,81000,39
North West,L9 3,2023,93000,48
North West,L9 4,2023,98000,12
North West,L9 5,2023,76000,5
North West,L9 6,2023,88000,37
North West,L9 7,2023,118000,17
North West,L9 8,2023,110000,59
North West,L9 9,2023,98000,90
North West,LA1 1,2023,114000,94
North West,LA1 2,2023,89000,171
North West,LA1 3,2023,126000,182
North West,LA1 4,2023,143000,214
North West,LA1 5,2023,146000,154
North West,LA10 5,2023,214000,48
North West,LA11 6,2023,219000,75
North West,LA11 7,2023,184000,127
North West,LA12 0,2023,176000,99
North West,LA12 7,2023,149000,93
North West,LA12 8,2023,270000,35
North West,LA12 9,2023,165000,88
North West,LA13 0,2023,154000,145
North West,LA13 9,2023,114000,178
North West,LA14 1,2023,59000,95
North West,LA14 2,2023,52000,85
North West,LA14 3,2023,93000,168
North West,LA14 4,2023,137000,102
North West,LA14 5,2023,80000,224
North West,LA15 8,2023,107000,121
North West,LA16 7,2023,130000,62
North West,LA17 7,2023,214000,22
North West,LA18 4,2023,78000,74
North West,LA18 5,2023,114000,43
North West,LA19 5,2023,121000,16
North West,LA2 0,2023,181000,74
North West,LA2 6,2023,197000,87
North West,LA2 7,2023,158000,52
North West,LA2 8,2023,273000,38
North West,LA2 9,2023,181000,66
North West,LA20 6,2023,248000,14
North West,LA21 8,2023,234000,21
North West,LA22 0,2023,403000,35
North West,LA22 9,2023,271000,67
North West,LA23 1,2023,323000,61
North West,LA23 2,2023,228000,73
North West,LA23 3,2023,291000,60
North West,LA3 1,2023,102000,167
North West,LA3 2,2023,127000,178
North West,LA3 3,2023,129000,109
North West,LA4 4,2023,95000,109
North West,LA4 5,2023,97000,144
North West,LA4 6,2023,141000,159
North West,LA5 0,2023,208000,67
North West,LA5 8,2023,186000,50
North West,LA5 9,2023,154000,120
North West,LA6 1,2023,189000,98
North West,LA6 2,2023,274000,48
North West,LA6 3,2023,210000,56
North West,LA7 7,2023,220000,63
North West,LA8 0,2023,266000,37
North West,LA8 8,2023,302000,44
North West,LA8 9,2023,258000,41
North West,LA9 4,2023,161000,104
North West,LA9 5,2023,164000,143
North West,LA9 6,2023,184000,107
North West,LA9 7,2023,189000,205
North West,M1 1,2023,168000,34
North West,M1 2,2023,177000,92
North West,M1 3,2023,179000,62
North West,M1 4,2023,172000,7
North West,M1 5,2023,194000,97
North West,M1 6,2023,144000,31
North West,M1 7,2023,130000,35
North West,M11 1,2023,66000,119
North West,M11 2,2023,72000,38
North West,M11 3,2023,141000,33
North West,M11 4,2023,81000,110
North West,M12 4,2023,65000,65
North West,M12 5,2023,79000,99
North West,M12 6,2023,94000,1
North West,M13 0,2023,98000,100
North West,M13 9,2023,150000,50
North West,M14 4,2023,97000,68
North West,M14 5,2023,128000,81
North West,M14 6,2023,152000,182
North West,M14 7,2023,93000,155
North West,M15 4,2023,215000,296
North West,M15 5,2023,120000,107
North West,M15 6,2023,154000,27
North West,M16 0,2023,171000,115
North West,M16 7,2023,135000,47
North West,M16 8,2023,154000,161
North West,M16 9,2023,156000,91
North West,M17 1,2023,216000,10
North West,M18 7,2023,86000,171
North West,M18 8,2023,77000,154
North West,M19 1,2023,141000,124
North West,M19 2,2023,131000,202
North West,M19 3,2023,101000,149
North West,M2 4,2023,205000,3
North West,M2 6,2023,395000,1
North West,M20 1,2023,199000,105
North West,M20 2,2023,271000,249
North West,M20 3,2023,201000,100
North West,M20 4,2023,155000,122
North West,M20 5,2023,213000,82
North West,M20 6,2023,228000,137
North West,M21 0,2023,207000,61
North West,M21 7,2023,180000,75
North West,M21 8,2023,216000,86
North West,M21 9,2023,222000,176
North West,M22 0,2023,90000,35
North West,M22 1,2023,104000,76
North West,M22 4,2023,145000,194
North West,M22 5,2023,112000,67
North West,M22 8,2023,116000,28
North West,M22 9,2023,111000,50
North West,M23 0,2023,126000,95
North West,M23 1,2023,125000,98
North West,M23 2,2023,92000,43
North West,M23 9,2023,137000,134
North West,M24 1,2023,150000,143
North West,M24 2,2023,102000,184
North West,M24 4,2023,105000,113
North West,M24 5,2023,118000,103
North West,M24 6,2023,108000,60
North West,M25 0,2023,195000,104
North West,M25 1,2023,135000,133
North West,M25 2,2023,157000,35
North West,M25 3,2023,166000,72
North West,M25 9,2023,156000,103
North West,M26 1,2023,124000,174
North West,M26 2,2023,101000,106
North West,M26 3,2023,108000,112
North West,M26 4,2023,102000,108
North West,M27 0,2023,149000,104
North West,M27 4,2023,115000,89
North West,M27 5,2023,167000,105
North West,M27 6,2023,113000,84
North West,M27 8,2023,119000,120
North West,M27 9,2023,118000,91
North West,M28 0,2023,108000,57
North West,M28 1,2023,186000,163
North West,M28 2,2023,261000,118
North West,M28 3,2023,133000,202
North West,M28 7,2023,165000,125
North West,M29 7,2023,138000,180
North West,M29 8,2023,108000,162
North West,M3 1,2023,221000,22
North West,M3 2,2023,205000,8
North West,M3 3,2023,224000,25
North West,M3 4,2023,216000,112
North West,M3 5,2023,224000,71
North West,M3 6,2023,133000,104
North West,M3 7,2023,171000,110
North West,M30 0,2023,103000,123
North West,M30 7,2023,109000,109
North West,M30 8,2023,106000,135
North West,M30 9,2023,189000,156
North West,M31 4,2023,113000,74
North West,M32 0,2023,135000,160
North West,M32 8,2023,153000,92
North West,M32 9,2023,142000,108
North West,M33 2,2023,206000,180
North West,M33 3,2023,210000,199
North West,M33 4,2023,215000,148
North West,M33 5,2023,224000,104
North West,M33 6,2023,227000,128
North West,M33 7,2023,169000,113
North West,M34 2,2023,132000,143
North West,M34 3,2023,109000,151
North West,M34 5,2023,138000,173
North West,M34 6,2023,107000,59
North West,M34 7,2023,104000,76
North West,M35 0,2023,95000,151
North West,M35 9,2023,117000,140
North West,M38 0,2023,77000,28
North West,M38 9,2023,85000,85
North West,M4 1,2023,168000,63
North West,M4 2,2023,114000,2
North West,M4 4,2023,178000,130
North West,M4 5,2023,245000,53
North West,M4 6,2023,194000,56
North West,M4 7,2023,182000,84
North West,M40 0,2023,119000,68
North West,M40 1,2023,79000,76
North West,M40 2,2023,93000,35
North West,M40 3,2023,111000,81
North West,M40 5,2023,91000,38
North West,M40 7,2023,153000,45
North West,M40 8,2023,84000,28
North West,M40 9,2023,55000,110
North West,M41 0,2023,188000,85
North West,M41 5,2023,217000,106
North West,M41 6,2023,184000,92
North West,M41 7,2023,155000,83
North West,M41 8,2023,173000,79
North West,M41 9,2023,176000,136
North West,M43 6,2023,108000,141
North West,M43 7,2023,112000,193
North West,M44 5,2023,112000,89
North West,M44 6,2023,117000,187
North West,M45 6,2023,133000,70
North West,M45 7,2023,175000,154
North West,M45 8,2023,113000,88
North West,M46 0,2023,116000,181
North West,M46 9,2023,103000,128
North West,M5 2,2023,18000,1
North West,M5 3,2023,129000,124
North West,M5 4,2023,161000,162
North West,M5 5,2023,86000,88
North West,M50 1,2023,100000,27
North West,M50 2,2023,168000,60
North West,M50 3,2023,176000,121
North West,M6 5,2023,98000,124
North West,M6 6,2023,117000,115
North West,M6 7,2023,109000,123
North West,M6 8,2023,141000,117
North West,M7 1,2023,141000,33
North West,M7 2,2023,124000,81
North West,M7 3,2023,107000,94
North West,M7 4,2023,142000,106
North West,M8 0,2023,92000,80
North West,M8 4,2023,104000,102
North West,M8 5,2023,90000,56
North West,M8 8,2023,98000,44
North West,M8 9,2023,112000,21
North West,M9 0,2023,90000,33
North West,M9 4,2023,57000,175
North West,M9 5,2023,64000,31
North West,M9 6,2023,82000,65
North West,M9 7,2023,120000,79
North West,M9 8,2023,92000,122
North West,OL1 1,2023,121000,6
North West,OL1 2,2023,111000,77
North West,OL1 3,2023,59000,33
North West,OL1 4,2023,80000,124
North West,OL10 1,2023,113000,51
North West,OL10 2,2023,141000,87
North West,OL10 3,2023,104000,96
North West,OL10 4,2023,101000,124
North West,OL11 1,2023,72000,58
North West,OL11 2,2023,108000,101
North West,OL11 3,2023,98000,95
North West,OL11 4,2023,137000,78
North West,OL11 5,2023,184000,152
North West,OL12 0,2023,73000,100
North West,OL12 6,2023,118000,113
North West,OL12 7,2023,135000,160
North West,OL12 8,2023,119000,107
North West,OL12 9,2023,126000,139
North West,OL13 0,2023,72000,63
North West,OL13 8,2023,119000,73
North West,OL13 9,2023,96000,115
North West,OL14 5,2023,82000,65
North West,OL14 6,2023,160000,71
North West,OL14 7,2023,164000,46
North West,OL14 8,2023,127000,64
North West,OL15 0,2023,146000,53
North West,OL15 8,2023,131000,92
North West,OL15 9,2023,123000,86
North West,OL16 1,2023,106000,10
North West,OL16 2,2023,90000,86
North West,OL16 3,2023,113000,113
North West,OL16 4,2023,126000,162
North West,OL16 5,2023,67000,61
North West,OL2 5,2023,132000,106
North West,OL2 6,2023,119000,178
North West,OL2 7,2023,122000,160
North West,OL2 8,2023,114000,116
North West,OL3 5,2023,219000,114
North West,OL3 6,2023,198000,55
North West,OL3 7,2023,210000,73
North West,OL4 1,2023,51000,99
North West,OL4 2,2023,102000,138
North West,OL4 3,2023,118000,95
North West,OL4 4,2023,187000,107
North West,OL4 5,2023,115000,129
North West,OL5 0,2023,111000,91
North West,OL5 9,2023,133000,86
North West,OL6 6,2023,107000,89
North West,OL6 7,2023,79000,18
North West,OL6 8,2023,118000,112
North West,OL6 9,2023,110000,116
North West,OL7 0,2023,83000,74
North West,OL7 9,2023,104000,146
North West,OL8 1,2023,62000,93
North West,OL8 2,2023,90000,114
North West,OL8 3,2023,87000,122
North West,OL8 4,2023,99000,86
North West,OL9 0,2023,124000,111
North West,OL9 6,2023,57000,51
North West,OL9 7,2023,70000,83
North West,OL9 8,2023,95000,140
North West,OL9 9,2023,145000,110
North West,PR1 0,2023,185000,129
North West,PR1 1,2023,74000,34
North West,PR1 2,2023,139000,19
North West,PR1 3,2023,98000,50
North West,PR1 4,2023,66000,99
North West,PR1 5,2023,74000,134
North West,PR1 6,2023,72000,105
North West,PR1 7,2023,81000,82
North West,PR1 8,2023,86000,98
North West,PR1 9,2023,143000,219
North West,PR2 1,2023,121000,186
North West,PR2 2,2023,92000,172
North West,PR2 3,2023,124000,248
North West,PR2 5,2023,221000,59
North West,PR2 6,2023,98000,155
North West,PR2 7,2023,147000,61
North West,PR2 8,2023,180000,104
North West,PR2 9,2023,163000,190
North West,PR25 1,2023,136000,105
North West,PR25 2,2023,108000,78
North West,PR25 3,2023,146000,160
North West,PR25 4,2023,109000,96
North West,PR25 5,2023,214000,72
North West,PR26 6,2023,203000,47
North West,PR26 7,2023,140000,94
North West,PR26 8,2023,114000,7
North West,PR26 9,2023,188000,59
North West,PR3 0,2023,229000,116
North West,PR3 1,2023,208000,160
North West,PR3 2,2023,270000,87
North West,PR3 3,2023,177000,145
North West,PR3 5,2023,223000,57
North West,PR3 6,2023,248000,23
North West,PR4 0,2023,225000,190
North West,PR4 1,2023,144000,154
North West,PR4 2,2023,190000,134
North West,PR4 3,2023,181000,133
North West,PR4 4,2023,203000,72
North West,PR4 5,2023,207000,116
North West,PR4 6,2023,183000,140
North West,PR5 0,2023,187000,67
North West,PR5 3,2023,25000,1
North West,PR5 4,2023,134000,214
North West,PR5 5,2023,120000,153
North West,PR5 6,2023,127000,170
North West,PR5 8,2023,100000,47
North West,PR6 0,2023,89000,140
North West,PR6 7,2023,160000,199
North West,PR6 8,2023,202000,77
North West,PR6 9,2023,183000,122
North West,PR7 1,2023,139000,92
North West,PR7 2,2023,115000,164
North West,PR7 3,2023,135000,151
North West,PR7 4,2023,136000,88
North West,PR7 5,2023,157000,149
North West,PR7 6,2023,179000,159
North West,PR7 7,2023,174000,196
North West,PR8 1,2023,132000,75
North West,PR8 2,2023,263000,153
North West,PR8 3,2023,164000,158
North West,PR8 4,2023,172000,154
North West,PR8 5,2023,141000,95
North West,PR8 6,2023,133000,176
North West,PR9 0,2023,126000,117
North West,PR9 7,2023,139000,157
North West,PR9 8,2023,143000,155
North West,PR9 9,2023,151000,245
North West,SK1 1,2023,145000,10
North West,SK1 2,2023,120000,38
North West,SK1 3,2023,109000,30
North West,SK1 4,2023,113000,134
North West,SK10 1,2023,181000,57
North West,SK10 2,2023,229000,191
North West,SK10 3,2023,204000,183
North West,SK10 4,2023,640000,108
North West,SK10 5,2023,202000,163
North West,SK11 0,2023,360000,49
North West,SK11 6,2023,120000,122
North West,SK11 7,2023,142000,203
North West,SK11 8,2023,161000,224
North West,SK11 9,2023,389000,37
North West,SK12 1,2023,238000,198
North West,SK12 2,2023,242000,83
North West,SK13 0,2023,83000,11
North West,SK13 1,2023,130000,119
North West,SK13 2,2023,129000,46
North West,SK13 5,2023,176000,24
North West,SK13 6,2023,170000,95
North West,SK13 7,2023,212000,67
North West,SK13 8,2023,145000,185
North West,SK14 1,2023,82000,65
North West,SK14 2,2023,108000,86
North West,SK14 3,2023,148000,61
