region,postcode_sector,year,avg_price,volume
East of England,NR16 1,2023,288000,78
East of England,NR16 2,2023,214000,110
East of England,NR17 1,2023,227000,142
East of England,NR17 2,2023,166000,173
East of England,NR18 0,2023,181000,270
East of England,NR18 9,2023,240000,93
East of England,NR19 1,2023,144000,210
East of England,NR19 2,2023,143000,140
East of England,NR2 1,2023,184000,34
East of England,NR2 2,2023,213000,117
East of England,NR2 3,2023,169000,242
East of England,NR2 4,2023,131000,101
East of England,NR20 3,2023,181000,110
East of England,NR20 4,2023,204000,107
East of England,NR20 5,2023,217000,66
East of England,NR21 0,2023,249000,64
East of England,NR21 7,2023,175000,58
East of England,NR21 8,2023,159000,104
East of England,NR21 9,2023,213000,69
East of England,NR22 6,2023,276000,15
East of England,NR23 1,2023,278000,57
East of England,NR24 2,2023,217000,89
East of England,NR25 6,2023,235000,116
East of England,NR25 7,2023,373000,88
East of England,NR26 8,2023,210000,194
East of England,NR27 0,2023,184000,122
East of England,NR27 9,2023,174000,130
East of England,NR28 0,2023,158000,138
East of England,NR28 9,2023,187000,132
East of England,NR29 3,2023,194000,112
East of England,NR29 4,2023,163000,172
East of England,NR29 5,2023,186000,80
East of England,NR3 1,2023,142000,96
East of England,NR3 2,2023,126000,95
East of England,NR3 3,2023,139000,153
East of England,NR3 4,2023,126000,245
East of England,NR30 1,2023,106000,80
East of England,NR30 2,2023,88000,103
East of England,NR30 3,2023,86000,54
East of England,NR30 4,2023,122000,89
East of England,NR30 5,2023,141000,167
East of England,NR31 0,2023,87000,115
East of England,NR31 6,2023,122000,193
East of England,NR31 7,2023,140000,114
East of England,NR31 8,2023,142000,189
East of England,NR31 9,2023,169000,175
East of England,NR32 1,2023,77000,68
East of England,NR32 2,2023,90000,155
East of England,NR32 3,2023,166000,148
East of England,NR32 4,2023,147000,213
East of England,NR32 5,2023,188000,48
East of England,NR33 0,2023,106000,147
East of England,NR33 7,2023,135000,175
East of England,NR33 8,2023,149000,254
East of England,NR33 9,2023,132000,94
East of England,NR34 0,2023,255000,34
East of England,NR34 7,2023,170000,130
East of England,NR34 8,2023,257000,37
East of England,NR34 9,2023,160000,197
East of England,NR35 1,2023,146000,112
East of England,NR35 2,2023,191000,66
East of England,NR4 6,2023,251000,140
East of England,NR4 7,2023,247000,141
East of England,NR5 0,2023,185000,146
East of England,NR5 8,2023,139000,100
East of England,NR5 9,2023,153000,134
East of England,NR6 5,2023,171000,118
East of England,NR6 6,2023,157000,112
East of England,NR6 7,2023,188000,160
East of England,NR7 0,2023,188000,271
East of England,NR7 8,2023,190000,156
East of England,NR7 9,2023,137000,74
East of England,NR8 5,2023,185000,131
East of England,NR8 6,2023,176000,318
East of England,NR9 3,2023,213000,132
East of England,NR9 4,2023,248000,69
East of England,NR9 5,2023,221000,79
East of England,SG1 1,2023,164000,83
East of England,SG1 2,2023,198000,105
East of England,SG1 3,2023,209000,128
East of England,SG1 4,2023,232000,145
East of England,SG1 5,2023,165000,125
East of England,SG1 6,2023,226000,159
East of England,SG10 6,2023,415000,28
East of England,SG11 1,2023,282000,84
East of England,SG11 2,2023,402000,51
East of England,SG12 0,2023,237000,192
East of England,SG12 7,2023,279000,161
East of England,SG12 8,2023,322000,115
East of England,SG12 9,2023,272000,103
East of England,SG13 7,2023,279000,228
East of England,SG13 8,2023,455000,82
East of England,SG14 1,2023,254000,93
East of England,SG14 2,2023,333000,104
East of England,SG14 3,2023,308000,159
East of England,SG15 6,2023,183000,116
East of England,SG16 6,2023,246000,121
East of England,SG17 5,2023,252000,230
East of England,SG18 0,2023,188000,147
East of England,SG18 8,2023,219000,268
East of England,SG18 9,2023,299000,97
East of England,SG19 1,2023,171000,179
East of England,SG19 2,2023,226000,177
East of England,SG19 3,2023,288000,81
East of England,SG2 0,2023,170000,89
East of England,SG2 7,2023,204000,129
East of England,SG2 8,2023,203000,143
East of England,SG2 9,2023,184000,153
East of England,SG3 6,2023,319000,122
East of England,SG4 0,2023,212000,143
East of England,SG4 7,2023,339000,47
East of England,SG4 8,2023,291000,79
East of England,SG4 9,2023,293000,168
East of England,SG5 1,2023,231000,168
East of England,SG5 2,2023,248000,106
East of England,SG5 3,2023,330000,87
East of England,SG5 4,2023,287000,214
East of England,SG6 1,2023,230000,95
East of England,SG6 2,2023,270000,87
East of England,SG6 3,2023,308000,71
East of England,SG6 4,2023,191000,175
East of England,SG7 5,2023,308000,80
East of England,SG7 6,2023,214000,139
East of England,SG8 0,2023,373000,51
East of England,SG8 5,2023,231000,169
East of England,SG8 6,2023,305000,102
East of England,SG8 7,2023,281000,125
East of England,SG8 8,2023,363000,44
East of England,SG8 9,2023,264000,89
East of England,SG9 0,2023,411000,46
East of England,SG9 9,2023,331000,135
East of England,SS0 0,2023,209000,149
East of England,SS0 7,2023,158000,230
East of England,SS0 8,2023,206000,149
East of England,SS0 9,2023,142000,310
East of England,SS1 1,2023,167000,91
East of England,SS1 2,2023,145000,307
East of England,SS1 3,2023,305000,155
East of England,SS11 7,2023,290000,114
East of England,SS11 8,2023,223000,149
East of England,SS12 0,2023,222000,96
East of England,SS12 9,2023,181000,255
East of England,SS13 1,2023,144000,131
East of England,SS13 2,2023,193000,73
East of England,SS13 3,2023,142000,74
East of England,SS14 1,2023,140000,110
East of England,SS14 2,2023,180000,149
East of England,SS14 3,2023,185000,66
East of England,SS15 4,2023,189000,125
East of England,SS15 5,2023,161000,208
East of England,SS15 6,2023,198000,123
East of England,SS16 4,2023,138000,164
East of England,SS16 5,2023,216000,135
East of England,SS16 6,2023,181000,135
East of England,SS17 0,2023,200000,138
East of England,SS17 7,2023,208000,135
East of England,SS17 8,2023,216000,132
East of England,SS17 9,2023,250000,44
East of England,SS2 4,2023,163000,231
East of England,SS2 5,2023,149000,153
East of England,SS2 6,2023,176000,201
East of England,SS3 0,2023,216000,99
East of England,SS3 8,2023,220000,96
East of England,SS3 9,2023,178000,246
East of England,SS4 1,2023,190000,214
East of England,SS4 2,2023,342000,15
East of England,SS4 3,2023,225000,118
East of England,SS5 4,2023,284000,153
East of England,SS5 5,2023,256000,84
East of England,SS5 6,2023,262000,72
East of England,SS6 7,2023,264000,120
East of England,SS6 8,2023,244000,169
East of England,SS6 9,2023,234000,227
East of England,SS7 1,2023,278000,160
East of England,SS7 2,2023,239000,177
East of England,SS7 3,2023,218000,150
East of England,SS7 4,2023,210000,106
East of England,SS7 5,2023,216000,182
East of England,SS8 0,2023,182000,123
East of England,SS8 7,2023,186000,147
East of England,SS8 8,2023,154000,102
East of England,SS8 9,2023,168000,199
East of England,SS9 1,2023,233000,208
East of England,SS9 2,2023,281000,156
East of England,SS9 3,2023,252000,169
East of England,SS9 4,2023,219000,180
East of England,SS9 5,2023,210000,194
Greater London,BR1 1,2023,249000,35
Greater London,BR1 2,2023,426000,181
Greater London,BR1 3,2023,267000,236
Greater London,BR1 4,2023,268000,208
Greater London,BR1 5,2023,228000,190
Greater London,BR2 0,2023,302000,253
Greater London,BR2 6,2023,780000,39
Greater London,BR2 7,2023,391000,120
Greater London,BR2 8,2023,288000,125
Greater London,BR2 9,2023,288000,242
Greater London,BR3 1,2023,303000,188
Greater London,BR3 3,2023,444000,187
Greater London,BR3 4,2023,250000,234
Greater London,BR3 5,2023,270000,159
Greater London,BR3 6,2023,401000,106
Greater London,BR4 0,2023,329000,108
Greater London,BR4 9,2023,364000,131
Greater London,BR5 1,2023,415000,192
Greater London,BR5 2,2023,213000,164
Greater London,BR5 3,2023,198000,150
Greater London,BR5 4,2023,233000,122
Greater London,BR6 0,2023,301000,144
Greater London,BR6 6,2023,398000,88
Greater London,BR6 7,2023,417000,121
Greater London,BR6 8,2023,403000,110
Greater London,BR6 9,2023,318000,208
Greater London,BR7 5,2023,441000,143
Greater London,BR7 6,2023,370000,167
Greater London,BR8 7,2023,225000,189
Greater London,BR8 8,2023,238000,91
Greater London,CR0 0,2023,212000,115
Greater London,CR0 1,2023,219000,167
Greater London,CR0 2,2023,189000,294
Greater London,CR0 3,2023,191000,165
Greater London,CR0 4,2023,211000,247
Greater London,CR0 5,2023,307000,153
Greater London,CR0 6,2023,217000,354
Greater London,CR0 7,2023,291000,171
Greater London,CR0 8,2023,282000,152
Greater London,CR0 9,2023,197000,147
Greater London,CR2 0,2023,361000,142
Greater London,CR2 6,2023,217000,220
Greater London,CR2 7,2023,273000,155
Greater London,CR2 8,2023,289000,121
Greater London,CR2 9,2023,346000,77
Greater London,CR3 0,2023,207000,90
Greater London,CR3 5,2023,292000,232
Greater London,CR3 6,2023,263000,211
Greater London,CR3 7,2023,785000,23
Greater London,CR4 1,2023,208000,206
Greater London,CR4 2,2023,204000,139
Greater London,CR4 3,2023,189000,209
Greater London,CR4 4,2023,200000,138
Greater London,CR5 1,2023,310000,151
Greater London,CR5 2,2023,318000,146
Greater London,CR5 3,2023,384000,157
Greater London,CR6 9,2023,352000,164
Greater London,CR7 6,2023,214000,68
Greater London,CR7 7,2023,194000,194
Greater London,CR7 8,2023,193000,244
Greater London,CR8 1,2023,385000,77
Greater London,CR8 2,2023,291000,139
Greater London,CR8 3,2023,626000,74
Greater London,CR8 4,2023,303000,85
Greater London,CR8 5,2023,357000,131
Greater London,DA1 1,2023,184000,172
Greater London,DA1 2,2023,194000,155
Greater London,DA1 3,2023,224000,162
Greater London,DA1 4,2023,185000,162
Greater London,DA1 5,2023,207000,247
Greater London,DA10 0,2023,157000,85
Greater London,DA10 1,2023,396000,58
Greater London,DA11 0,2023,168000,157
Greater London,DA11 7,2023,205000,119
Greater London,DA11 8,2023,185000,147
Greater London,DA11 9,2023,158000,136
Greater London,DA12 1,2023,175000,102
Greater London,DA12 2,2023,159000,126
Greater London,DA12 3,2023,340000,31
Greater London,DA12 4,2023,205000,151
Greater London,DA12 5,2023,191000,201
Greater London,DA13 0,2023,312000,117
Greater London,DA13 9,2023,272000,48
Greater London,DA14 4,2023,245000,147
Greater London,DA14 5,2023,242000,50
Greater London,DA14 6,2023,219000,128
Greater London,DA15 7,2023,297000,75
Greater London,DA15 8,2023,259000,233
Greater London,DA15 9,2023,244000,142
Greater London,DA16 1,2023,226000,147
Greater London,DA16 2,2023,261000,170
Greater London,DA16 3,2023,222000,133
Greater London,DA17 5,2023,158000,151
Greater London,DA17 6,2023,172000,100
Greater London,DA18 4,2023,134000,17
Greater London,DA2 6,2023,198000,168
Greater London,DA2 7,2023,277000,141
Greater London,DA2 8,2023,177000,20
Greater London,DA3 7,2023,349000,112
Greater London,DA3 8,2023,242000,130
Greater London,DA4 0,2023,347000,42
Greater London,DA4 9,2023,204000,107
Greater London,DA5 1,2023,299000,133
Greater London,DA5 2,2023,335000,66
Greater London,DA5 3,2023,292000,104
Greater London,DA6 7,2023,240000,60
Greater London,DA6 8,2023,285000,73
Greater London,DA7 4,2023,231000,170
Greater London,DA7 5,2023,264000,136
Greater London,DA7 6,2023,220000,192
Greater London,DA8 1,2023,174000,195
Greater London,DA8 2,2023,170000,148
Greater London,DA8 3,2023,192000,115
Greater London,DA9 9,2023,211000,294
Greater London,E1 0,2023,318000,75
Greater London,E1 1,2023,329000,80
Greater London,E1 2,2023,311000,73
Greater London,E1 3,2023,296000,57
Greater London,E1 4,2023,272000,100
Greater London,E1 5,2023,270000,74
Greater London,E1 6,2023,485000,69
Greater London,E1 7,2023,439000,51
Greater London,E1 8,2023,485000,111
Greater London,E10 5,2023,247000,144
Greater London,E10 6,2023,253000,192
Greater London,E10 7,2023,224000,149
Greater London,E11 1,2023,304000,175
Greater London,E11 2,2023,359000,199
Greater London,E11 3,2023,255000,192
Greater London,E11 4,2023,243000,170
Greater London,E12 5,2023,237000,132
Greater London,E12 6,2023,192000,168
Greater London,E13 0,2023,195000,133
Greater London,E13 8,2023,201000,135
Greater London,E13 9,2023,206000,153
Greater London,E14 0,2023,401000,169
Greater London,E14 2,2023,306000,43
Greater London,E14 3,2023,289000,315
Greater London,E14 4,2023,498000,14
Greater London,E14 5,2023,331000,31
Greater London,E14 6,2023,255000,124
Greater London,E14 7,2023,325000,152
Greater London,E14 8,2023,379000,235
Greater London,E14 9,2023,449000,585
Greater London,E15 1,2023,270000,169
Greater London,E15 2,2023,267000,103
Greater London,E15 3,2023,191000,103
Greater London,E15 4,2023,248000,112
Greater London,E16 1,2023,314000,233
Greater London,E16 2,2023,366000,223
Greater London,E16 3,2023,194000,124
Greater London,E16 4,2023,233000,55
Greater London,E17 3,2023,267000,124
Greater London,E17 4,2023,263000,213
Greater London,E17 5,2023,245000,187
Greater London,E17 6,2023,241000,228
Greater London,E17 7,2023,259000,166
Greater London,E17 8,2023,237000,202
Greater London,E17 9,2023,309000,161
Greater London,E18 1,2023,293000,123
Greater London,E18 2,2023,334000,170
Greater London,E1W 1,2023,511000,60
Greater London,E1W 2,2023,469000,107
Greater London,E1W 3,2023,374000,122
Greater London,E2 0,2023,272000,138
Greater London,E2 6,2023,299000,91
Greater London,E2 7,2023,369000,93
Greater London,E2 8,2023,392000,59
Greater London,E2 9,2023,311000,85
Greater London,E20 1,2023,536000,51
Greater London,E20 3,2023,419000,4
Greater London,E3 2,2023,312000,230
Greater London,E3 3,2023,298000,135
Greater London,E3 4,2023,303000,151
Greater London,E3 5,2023,333000,143
Greater London,E4 6,2023,270000,216
Greater London,E4 7,2023,302000,178
Greater London,E4 8,2023,226000,196
Greater London,E4 9,2023,270000,241
Greater London,E5 0,2023,397000,145
Greater London,E5 8,2023,292000,107
Greater London,E5 9,2023,311000,123
Greater London,E6 1,2023,198000,118
Greater London,E6 2,2023,216000,138
Greater London,E6 3,2023,188000,206
Greater London,E6 5,2023,200000,130
Greater London,E6 6,2023,174000,112
Greater London,E6 7,2023,397000,2
Greater London,E7 0,2023,244000,102
Greater London,E7 8,2023,182000,175
Greater London,E7 9,2023,222000,134
Greater London,E8 1,2023,483000,91
Greater London,E8 2,2023,340000,80
Greater London,E8 3,2023,457000,143
Greater London,E8 4,2023,399000,92
Greater London,E9 5,2023,279000,118
Greater London,E9 6,2023,284000,74
Greater London,E9 7,2023,364000,133
Greater London,EC1A 4,2023,436000,9
Greater London,EC1A 7,2023,568000,10
Greater London,EC1A 9,2023,404000,16
Greater London,EC1M 3,2023,616000,4
Greater London,EC1M 4,2023,601000,7
Greater London,EC1M 5,2023,518000,14
Greater London,EC1M 6,2023,365000,14
Greater London,EC1N 2,2023,1360000,1
Greater London,EC1N 6,2023,850000,1
Greater London,EC1N 7,2023,349000,10
Greater London,EC1N 8,2023,526000,23
Greater London,EC1R 0,2023,533000,17
Greater London,EC1R 1,2023,658000,15
Greater London,EC1R 3,2023,998000,3
Greater London,EC1R 4,2023,592000,16
Greater London,EC1R 5,2023,250000,8
Greater London,EC1V 0,2023,509000,23
Greater London,EC1V 1,2023,744000,31
Greater London,EC1V 2,2023,712000,33
Greater London,EC1V 3,2023,564000,25
Greater London,EC1V 4,2023,506000,49
Greater London,EC1V 7,2023,452000,37
Greater London,EC1V 8,2023,434000,18
Greater London,EC1V 9,2023,338000,13
Greater London,EC1Y 0,2023,587000,21
Greater London,EC1Y 1,2023,506000,5
Greater London,EC1Y 2,2023,541000,8
Greater London,EC1Y 8,2023,432000,21
Greater London,EC2A 1,2023,425000,1
Greater London,EC2A 2,2023,1202000,14
Greater London,EC2A 3,2023,545000,16
Greater London,EC2A 4,2023,569000,14
Greater London,EC2M 1,2023,234000,1
Greater London,EC2M 4,2023,339000,5
Greater London,EC2Y 5,2023,1280000,4
Greater London,EC2Y 8,2023,544000,94
Greater London,EC2Y 9,2023,1203000,12
Greater London,EC3A 5,2023,360000,4
Greater London,EC3A 7,2023,1357000,2
Greater London,EC3N 1,2023,515000,4
Greater London,EC3N 2,2023,329000,6
Greater London,EC3N 4,2023,430000,1
Greater London,EC3R 6,2023,1150000,3
Greater London,EC3R 8,2023,225000,3
Greater London,EC3V 3,2023,100000,1
Greater London,EC4A 1,2023,590000,15
Greater London,EC4A 2,2023,385000,1
Greater London,EC4A 3,2023,365000,2
Greater London,EC4M 7,2023,374000,6
Greater London,EC4M 9,2023,870000,1
Greater London,EC4N 5,2023,1940000,1
Greater London,EC4R 0,2023,275000,1
Greater London,EC4R 1,2023,209000,2
Greater London,EC4R 2,2023,590000,1
Greater London,EC4V 3,2023,412000,18
Greater London,EC4V 5,2023,353000,5
Greater London,EC4V 6,2023,2600000,1
Greater London,EC4Y 0,2023,537000,6
Greater London,EC4Y 8,2023,695000,1
Greater London,EN1 1,2023,218000,198
Greater London,EN1 2,2023,308000,141
Greater London,EN1 3,2023,274000,140
Greater London,EN1 4,2023,189000,177
Greater London,EN10 6,2023,215000,156
Greater London,EN10 7,2023,399000,92
Greater London,EN11 0,2023,210000,112
Greater London,EN11 8,2023,210000,129
Greater London,EN11 9,2023,264000,134
Greater London,EN2 0,2023,244000,142
Greater London,EN2 6,2023,334000,66
Greater London,EN2 7,2023,327000,133
Greater London,EN2 8,2023,302000,141
Greater London,EN2 9,2023,528000,16
Greater London,EN3 4,2023,167000,109
Greater London,EN3 5,2023,197000,161
Greater London,EN3 6,2023,202000,291
Greater London,EN3 7,2023,200000,95
Greater London,EN4 0,2023,729000,71
Greater London,EN4 8,2023,292000,166
Greater London,EN4 9,2023,312000,123
Greater London,EN5 1,2023,328000,121
Greater London,EN5 2,2023,323000,135
Greater London,EN5 3,2023,583000,30
Greater London,EN5 4,2023,451000,86
Greater London,EN5 5,2023,367000,148
Greater London,EN6 1,2023,330000,109
Greater London,EN6 2,2023,292000,114
Greater London,EN6 3,2023,356000,67
Greater London,EN6 4,2023,603000,91
Greater London,EN6 5,2023,319000,56
Greater London,EN7 5,2023,385000,101
Greater London,EN7 6,2023,308000,225
Greater London,EN8 0,2023,212000,203
Greater London,EN8 7,2023,199000,134
Greater London,EN8 8,2023,202000,152
Greater London,EN8 9,2023,229000,122
Greater London,EN9 1,2023,222000,157
Greater London,EN9 2,2023,369000,53
Greater London,EN9 3,2023,239000,160
Greater London,HA0 1,2023,232000,121
Greater London,HA0 2,2023,221000,123
Greater London,HA0 3,2023,274000,101
Greater London,HA0 4,2023,262000,58
Greater London,HA1 1,2023,243000,104
Greater London,HA1 2,2023,253000,128
Greater London,HA1 3,2023,347000,114
Greater London,HA1 4,2023,252000,170
Greater London,HA2 0,2023,250000,117
Greater London,HA2 6,2023,319000,88
Greater London,HA2 7,2023,310000,90
Greater London,HA2 8,2023,219000,140
Greater London,HA2 9,2023,266000,160
Greater London,HA3 0,2023,314000,98
Greater London,HA3 5,2023,211000,104
Greater London,HA3 6,2023,282000,89
Greater London,HA3 7,2023,240000,112
Greater London,HA3 8,2023,317000,94
Greater London,HA3 9,2023,230000,82
Greater London,HA4 0,2023,299000,138
Greater London,HA4 6,2023,266000,162
Greater London,HA4 7,2023,387000,153
Greater London,HA4 8,2023,362000,112
Greater London,HA4 9,2023,278000,124
Greater London,HA5 1,2023,428000,96
Greater London,HA5 2,2023,391000,131
Greater London,HA5 3,2023,403000,141
Greater London,HA5 4,2023,409000,125
Greater London,HA5 5,2023,365000,98
Greater London,HA6 1,2023,307000,118
Greater London,HA6 2,2023,652000,100
Greater London,HA6 3,2023,606000,72
Greater London,HA7 1,2023,288000,101
Greater London,HA7 2,2023,372000,127
Greater London,HA7 3,2023,550000,97
Greater London,HA7 4,2023,408000,132
Greater London,HA8 0,2023,204000,82
Greater London,HA8 5,2023,277000,82
Greater London,HA8 6,2023,266000,98
Greater London,HA8 7,2023,365000,64
Greater London,HA8 8,2023,321000,156
Greater London,HA8 9,2023,302000,123
Greater London,HA9 0,2023,315000,60
Greater London,HA9 6,2023,245000,75
Greater London,HA9 7,2023,222000,78
Greater London,HA9 8,2023,257000,119
Greater London,HA9 9,2023,287000,96
Greater London,IG1 1,2023,195000,119
Greater London,IG1 2,2023,180000,211
Greater London,IG1 3,2023,231000,166
Greater London,IG1 4,2023,184000,130
Greater London,IG10 1,2023,439000,97
Greater London,IG10 2,2023,278000,126
Greater London,IG10 3,2023,272000,178
Greater London,IG10 4,2023,464000,76
Greater London,IG11 0,2023,190000,146
Greater London,IG11 7,2023,196000,163
Greater London,IG11 8,2023,161000,95
Greater London,IG11 9,2023,213000,216
Greater London,IG2 6,2023,269000,169
Greater London,IG2 7,2023,216000,161
Greater London,IG3 8,2023,193000,174
Greater London,IG3 9,2023,262000,181
Greater London,IG4 5,2023,292000,93
Greater London,IG5 0,2023,293000,199
Greater London,IG6 1,2023,289000,105
Greater London,IG6 2,2023,245000,161
Greater London,IG6 3,2023,220000,77
Greater London,IG7 4,2023,240000,102
Greater London,IG7 5,2023,419000,107
Greater London,IG7 6,2023,506000,73
Greater London,IG8 0,2023,457000,147
Greater London,IG8 7,2023,297000,125
Greater London,IG8 8,2023,312000,127
Greater London,IG8 9,2023,339000,139
Greater London,IG9 5,2023,374000,138
Greater London,IG9 6,2023,312000,87
Greater London,KT1 1,2023,358000,21
Greater London,KT1 2,2023,338000,132
Greater London,KT1 3,2023,308000,140
Greater London,KT1 4,2023,439000,49
Greater London,KT10 0,2023,525000,150
Greater London,KT10 8,2023,586000,100
Greater London,KT10 9,2023,793000,96
Greater London,KT11 1,2023,433000,89
Greater London,KT11 2,2023,898000,145
Greater London,KT11 3,2023,774000,51
Greater London,KT12 1,2023,480000,115
Greater London,KT12 2,2023,291000,223
Greater London,KT12 3,2023,343000,110
Greater London,KT12 4,2023,348000,72
Greater London,KT12 5,2023,532000,166
Greater London,KT13 0,2023,661000,162
Greater London,KT13 8,2023,401000,169
Greater London,KT13 9,2023,426000,167
Greater London,KT14 6,2023,439000,120
Greater London,KT14 7,2023,259000,129
Greater London,KT15 1,2023,272000,145
Greater London,KT15 2,2023,241000,177
Greater London,KT15 3,2023,310000,112
Greater London,KT16 0,2023,385000,70
Greater London,KT16 8,2023,263000,112
Greater London,KT16 9,2023,279000,100
Greater London,KT17 1,2023,307000,134
Greater London,KT17 2,2023,403000,95
Greater London,KT17 3,2023,562000,57
Greater London,KT17 4,2023,318000,105
Greater London,KT18 5,2023,343000,123
Greater London,KT18 6,2023,518000,23
Greater London,KT18 7,2023,385000,114
Greater London,KT19 0,2023,308000,141
Greater London,KT19 7,2023,392000,29
Greater London,KT19 8,2023,342000,157
Greater London,KT19 9,2023,256000,206
Greater London,KT2 5,2023,411000,261
Greater London,KT2 6,2023,360000,152
Greater London,KT2 7,2023,671000,121
Greater London,KT20 5,2023,336000,175
Greater London,KT20 6,2023,729000,83
Greater London,KT20 7,2023,452000,71
Greater London,KT21 1,2023,425000,85
Greater London,KT21 2,2023,387000,102
Greater London,KT22 0,2023,1286000,60
Greater London,KT22 7,2023,246000,123
Greater London,KT22 8,2023,400000,100
Greater London,KT22 9,2023,437000,131
Greater London,KT23 3,2023,426000,78
Greater London,KT23 4,2023,407000,88
Greater London,KT24 5,2023,799000,80
Greater London,KT24 6,2023,598000,68
Greater London,KT3 3,2023,349000,175
Greater London,KT3 4,2023,441000,93
Greater London,KT3 5,2023,368000,115
Greater London,KT3 6,2023,311000,138
Greater London,KT4 7,2023,350000,162
Greater London,KT4 8,2023,286000,300
Greater London,KT5 8,2023,306000,160
Greater London,KT5 9,2023,328000,124
Greater London,KT6 4,2023,323000,191
Greater London,KT6 5,2023,454000,134
Greater London,KT6 6,2023,358000,161
Greater London,KT6 7,2023,310000,149
Greater London,KT7 0,2023,497000,185
Greater London,KT8 0,2023,547000,43
Greater London,KT8 1,2023,288000,67
Greater London,KT8 2,2023,266000,128
Greater London,KT8 9,2023,604000,84
Greater London,KT9 1,2023,275000,146
Greater London,KT9 2,2023,243000,215
Greater London,N1 0,2023,547000,88
Greater London,N1 1,2023,599000,129
Greater London,N1 2,2023,550000,125
Greater London,N1 3,2023,438000,121
Greater London,N1 4,2023,419000,103
Greater London,N1 5,2023,395000,99
Greater London,N1 6,2023,403000,77
Greater London,N1 7,2023,523000,117
Greater London,N1 8,2023,673000,91
Greater London,N1 9,2023,547000,69
Greater London,N10 1,2023,375000,107
Greater London,N10 2,2023,459000,144
Greater London,N10 3,2023,492000,133
Greater London,N11 1,2023,233000,107
Greater London,N11 2,2023,334000,120
Greater London,N11 3,2023,272000,162
Greater London,N12 0,2023,303000,117
Greater London,N12 7,2023,483000,71
Greater London,N12 8,2023,331000,88
Greater London,N12 9,2023,347000,81
Greater London,N13 4,2023,326000,163
Greater London,N13 5,2023,282000,141
Greater London,N13 6,2023,231000,76
Greater London,N14 4,2023,313000,122
Greater London,N14 5,2023,342000,66
Greater London,N14 6,2023,315000,91
Greater London,N14 7,2023,359000,73
Greater London,N15 3,2023,310000,98
Greater London,N15 4,2023,237000,108
Greater London,N15 5,2023,231000,82
Greater London,N15 6,2023,282000,90
Greater London,N16 0,2023,424000,86
Greater London,N16 2,2023,86000,1
Greater London,N16 5,2023,323000,125
Greater London,N16 6,2023,373000,91
Greater London,N16 7,2023,319000,115
Greater London,N16 8,2023,337000,96
Greater London,N16 9,2023,421000,97
Greater London,N17 0,2023,180000,81
Greater London,N17 6,2023,256000,185
Greater London,N17 7,2023,224000,58
Greater London,N17 8,2023,156000,56
Greater London,N17 9,2023,233000,130
Greater London,N18 1,2023,191000,151
Greater London,N18 2,2023,173000,160
Greater London,N18 3,2023,50000,1
Greater London,N19 3,2023,420000,139
Greater London,N19 4,2023,446000,101
Greater London,N19 5,2023,352000,98
Greater London,N1C 4,2023,1181000,28
Greater London,N2 0,2023,1007000,131
Greater London,N2 8,2023,264000,86
Greater London,N2 9,2023,608000,110
Greater London,N20 0,2023,327000,165
Greater London,N20 8,2023,1031000,43
Greater London,N20 9,2023,481000,81
Greater London,N21 1,2023,389000,138
Greater London,N21 2,2023,434000,109
Greater London,N21 3,2023,429000,92
Greater London,N22 5,2023,259000,108
Greater London,N22 6,2023,255000,104
Greater London,N22 7,2023,371000,129
Greater London,N22 8,2023,260000,83
Greater London,N3 1,2023,410000,111
Greater London,N3 2,2023,377000,110
Greater London,N3 3,2023,496000,128
Greater London,N4 1,2023,344000,129
Greater London,N4 2,2023,425000,231
Greater London,N4 3,2023,361000,140
Greater London,N4 4,2023,400000,118
Greater London,N5 1,2023,533000,166
Greater London,N5 2,2023,449000,153
Greater London,N6 4,2023,924000,74
Greater London,N6 5,2023,498000,222
Greater London,N6 6,2023,768000,43
Greater London,N7 0,2023,373000,120
Greater London,N7 6,2023,366000,83
Greater London,N7 7,2023,372000,62
Greater London,N7 8,2023,367000,110
Greater London,N7 9,2023,387000,111
Greater London,N8 0,2023,299000,133
Greater London,N8 7,2023,348000,163
Greater London,N8 8,2023,448000,118
Greater London,N8 9,2023,436000,163
Greater London,N9 0,2023,178000,97
Greater London,N9 7,2023,206000,103
Greater London,N9 8,2023,181000,151
Greater London,N9 9,2023,180000,156
Greater London,NW1 0,2023,370000,50
Greater London,NW1 1,2023,375000,30
Greater London,NW1 2,2023,496000,13
Greater London,NW1 3,2023,359000,33
Greater London,NW1 4,2023,1107000,31
Greater London,NW1 5,2023,777000,60
Greater London,NW1 6,2023,579000,94
Greater London,NW1 7,2023,801000,62
Greater London,NW1 8,2023,777000,72
Greater London,NW1 9,2023,445000,76
Greater London,NW10 0,2023,170000,62
Greater London,NW10 1,2023,301000,89
Greater London,NW10 2,2023,299000,53
Greater London,NW10 3,2023,456000,81
Greater London,NW10 4,2023,273000,87
Greater London,NW10 5,2023,380000,149
Greater London,NW10 6,2023,268000,31
Greater London,NW10 7,2023,310000,68
Greater London,NW10 8,2023,195000,83
Greater London,NW10 9,2023,208000,87
Greater London,NW11 0,2023,520000,57
Greater London,NW11 6,2023,964000,80
Greater London,NW11 7,2023,611000,92
Greater London,NW11 8,2023,527000,60
Greater London,NW11 9,2023,455000,59
Greater London,NW2 1,2023,290000,86
Greater London,NW2 2,2023,544000,89
Greater London,NW2 3,2023,395000,113
Greater London,NW2 4,2023,428000,87
