region,postcode_sector,year,avg_price,volume,delta
Greater London,EN9 1,2020,225000,122,0
Greater London,EN9 2,2020,460000,60,0
Greater London,EN9 3,2020,238000,181,0
Greater London,HA0 1,2020,282000,119,0
Greater London,HA0 2,2020,232000,133,0
Greater London,HA0 3,2020,314000,110,0
Greater London,HA0 4,2020,261000,81,0
Greater London,HA1 1,2020,281000,133,0
Greater London,HA1 2,2020,280000,117,0
Greater London,HA1 3,2020,383000,122,0
Greater London,HA1 4,2020,292000,178,0
Greater London,HA2 0,2020,275000,135,0
Greater London,HA2 6,2020,327000,100,0
Greater London,HA2 7,2020,384000,79,0
Greater London,HA2 8,2020,226000,129,0
Greater London,HA2 9,2020,258000,149,0
Greater London,HA3 0,2020,320000,97,0
Greater London,HA3 5,2020,229000,97,0
Greater London,HA3 6,2020,323000,112,0
Greater London,HA3 7,2020,255000,122,0
Greater London,HA3 8,2020,302000,88,0
Greater London,HA3 9,2020,290000,99,0
Greater London,HA4 0,2020,301000,152,0
Greater London,HA4 6,2020,301000,192,0
Greater London,HA4 7,2020,344000,145,0
Greater London,HA4 8,2020,407000,148,0
Greater London,HA4 9,2020,320000,157,0
Greater London,HA5 1,2020,408000,109,0
Greater London,HA5 2,2020,394000,133,0
Greater London,HA5 3,2020,422000,158,0
Greater London,HA5 4,2020,430000,113,0
Greater London,HA5 5,2020,396000,95,0
Greater London,HA6 1,2020,349000,123,0
Greater London,HA6 2,2020,692000,106,0
Greater London,HA6 3,2020,552000,53,0
Greater London,HA7 1,2020,326000,100,0
Greater London,HA7 2,2020,349000,85,0
Greater London,HA7 3,2020,509000,104,0
Greater London,HA7 4,2020,466000,133,0
Greater London,HA8 0,2020,217000,101,0
Greater London,HA8 5,2020,299000,109,0
Greater London,HA8 6,2020,294000,86,0
Greater London,HA8 7,2020,419000,54,0
Greater London,HA8 8,2020,388000,187,0
Greater London,HA8 9,2020,284000,117,0
Greater London,HA9 0,2020,363000,68,0
Greater London,HA9 6,2020,274000,76,0
Greater London,HA9 7,2020,263000,70,0
Greater London,HA9 8,2020,273000,121,0
Greater London,HA9 9,2020,362000,86,0
Greater London,IG1 1,2020,217000,124,0
Greater London,IG1 2,2020,190000,193,0
Greater London,IG1 3,2020,255000,149,0
Greater London,IG1 4,2020,256000,105,0
Greater London,IG10 1,2020,390000,125,0
Greater London,IG10 2,2020,266000,166,0
Greater London,IG10 3,2020,279000,194,0
Greater London,IG10 4,2020,424000,97,0
Greater London,IG11 0,2020,209000,150,0
Greater London,IG11 7,2020,207000,157,0
Greater London,IG11 8,2020,172000,115,0
Greater London,IG11 9,2020,257000,206,0
Greater London,IG2 6,2020,253000,169,0
Greater London,IG2 7,2020,227000,148,0
Greater London,IG3 8,2020,225000,149,0
Greater London,IG3 9,2020,274000,165,0
Greater London,IG4 5,2020,300000,97,0
Greater London,IG5 0,2020,316000,219,0
Greater London,IG6 1,2020,305000,88,0
Greater London,IG6 2,2020,275000,171,0
Greater London,IG6 3,2020,243000,83,0
Greater London,IG7 4,2020,277000,120,0
Greater London,IG7 5,2020,516000,104,0
Greater London,IG7 6,2020,583000,85,0
Greater London,IG8 0,2020,458000,135,0
Greater London,IG8 7,2020,291000,121,0
Greater London,IG8 8,2020,330000,151,0
Greater London,IG8 9,2020,354000,119,0
Greater London,IG9 5,2020,411000,169,0
Greater London,IG9 6,2020,349000,77,0
Greater London,IG9 8,2020,168000,1,0
Greater London,KT1 1,2020,439000,29,0
Greater London,KT1 2,2020,371000,134,0
Greater London,KT1 3,2020,356000,158,0
Greater London,KT1 4,2020,337000,55,0
Greater London,KT10 0,2020,580000,147,0
Greater London,KT10 8,2020,592000,98,0
Greater London,KT10 9,2020,973000,99,0
Greater London,KT11 1,2020,513000,62,0
Greater London,KT11 2,2020,861000,147,0
Greater London,KT11 3,2020,634000,51,0
Greater London,KT12 1,2020,375000,118,0
Greater London,KT12 2,2020,335000,224,0
Greater London,KT12 3,2020,397000,143,0
Greater London,KT12 4,2020,374000,81,0
Greater London,KT12 5,2020,586000,119,0
Greater London,KT13 0,2020,729000,136,0
Greater London,KT13 8,2020,413000,155,0
Greater London,KT13 9,2020,485000,223,0
Greater London,KT14 6,2020,453000,113,0
Greater London,KT14 7,2020,276000,135,0
Greater London,KT15 1,2020,258000,180,0
Greater London,KT15 2,2020,263000,152,0
Greater London,KT15 3,2020,354000,166,0
Greater London,KT16 0,2020,411000,80,0
Greater London,KT16 8,2020,252000,115,0
Greater London,KT16 9,2020,306000,107,0
Greater London,KT17 1,2020,322000,138,0
Greater London,KT17 2,2020,420000,97,0
Greater London,KT17 3,2020,539000,65,0
Greater London,KT17 4,2020,359000,123,0
Greater London,KT18 5,2020,353000,133,0
Greater London,KT18 6,2020,416000,38,0
Greater London,KT18 7,2020,365000,115,0
Greater London,KT19 0,2020,317000,131,0
Greater London,KT19 7,2020,348000,36,0
Greater London,KT19 8,2020,357000,151,0
Greater London,KT19 9,2020,289000,221,0
Greater London,KT2 5,2020,437000,262,0
Greater London,KT2 6,2020,391000,161,0
Greater London,KT2 7,2020,632000,133,0
Greater London,KT20 5,2020,368000,195,0
Greater London,KT20 6,2020,793000,107,0
Greater London,KT20 7,2020,442000,76,0
Greater London,KT21 1,2020,431000,68,0
Greater London,KT21 2,2020,449000,151,0
Greater London,KT22 0,2020,1705000,66,0
Greater London,KT22 7,2020,261000,122,0
Greater London,KT22 8,2020,385000,111,0
Greater London,KT22 9,2020,478000,125,0
Greater London,KT23 3,2020,499000,73,0
Greater London,KT23 4,2020,437000,66,0
Greater London,KT24 5,2020,777000,72,0
Greater London,KT24 6,2020,674000,66,0
Greater London,KT3 3,2020,337000,170,0
Greater London,KT3 4,2020,527000,80,0
Greater London,KT3 5,2020,356000,118,0
Greater London,KT3 6,2020,342000,146,0
Greater London,KT4 7,2020,370000,163,0
Greater London,KT4 8,2020,314000,306,0
Greater London,KT5 8,2020,379000,182,0
Greater London,KT5 9,2020,346000,113,0
Greater London,KT6 4,2020,309000,219,0
Greater London,KT6 5,2020,438000,134,0
Greater London,KT6 6,2020,327000,152,0
Greater London,KT6 7,2020,326000,141,0
Greater London,KT7 0,2020,525000,214,0
Greater London,KT8 0,2020,677000,49,0
Greater London,KT8 1,2020,366000,83,0
Greater London,KT8 2,2020,280000,120,0
Greater London,KT8 9,2020,583000,90,0
Greater London,KT9 1,2020,284000,124,0
Greater London,KT9 2,2020,256000,163,0
Greater London,N1 0,2020,615000,96,0
Greater London,N1 1,2020,612000,137,0
Greater London,N1 2,2020,620000,139,0
Greater London,N1 3,2020,496000,109,0
Greater London,N1 4,2020,458000,127,0
Greater London,N1 5,2020,461000,89,0
Greater London,N1 6,2020,373000,76,0
Greater London,N1 7,2020,531000,164,0
Greater London,N1 8,2020,673000,86,0
Greater London,N1 9,2020,611000,55,0
Greater London,N10 1,2020,432000,117,0
Greater London,N10 2,2020,508000,129,0
Greater London,N10 3,2020,511000,139,0
Greater London,N11 1,2020,297000,109,0
Greater London,N11 2,2020,307000,123,0
Greater London,N11 3,2020,321000,133,0
Greater London,N12 0,2020,315000,101,0
Greater London,N12 7,2020,519000,76,0
Greater London,N12 8,2020,352000,102,0
Greater London,N12 9,2020,355000,113,0
Greater London,N13 4,2020,318000,158,0
Greater London,N13 5,2020,288000,131,0
Greater London,N13 6,2020,219000,55,0
Greater London,N13 7,2020,54000,1,0
Greater London,N14 4,2020,321000,123,0
Greater London,N14 5,2020,367000,71,0
Greater London,N14 6,2020,377000,102,0
Greater London,N14 7,2020,455000,74,0
Greater London,N15 3,2020,295000,116,0
Greater London,N15 4,2020,242000,99,0
Greater London,N15 5,2020,246000,86,0
Greater London,N15 6,2020,302000,110,0
Greater London,N16 0,2020,545000,85,0
Greater London,N16 5,2020,360000,116,0
Greater London,N16 6,2020,400000,87,0
Greater London,N16 7,2020,380000,81,0
Greater London,N16 8,2020,386000,115,0
Greater London,N16 9,2020,463000,86,0
Greater London,N17 0,2020,198000,71,0
Greater London,N17 6,2020,275000,159,0
Greater London,N17 7,2020,232000,72,0
Greater London,N17 8,2020,204000,59,0
Greater London,N17 9,2020,282000,154,0
Greater London,N18 1,2020,207000,147,0
Greater London,N18 2,2020,186000,150,0
Greater London,N19 3,2020,423000,130,0
Greater London,N19 4,2020,424000,93,0
Greater London,N19 5,2020,435000,116,0
Greater London,N1C 4,2020,1079000,43,0
Greater London,N2 0,2020,827000,151,0
Greater London,N2 8,2020,269000,101,0
Greater London,N2 9,2020,524000,101,0
Greater London,N20 0,2020,366000,171,0
Greater London,N20 8,2020,863000,49,0
Greater London,N20 9,2020,491000,65,0
Greater London,N21 1,2020,431000,156,0
Greater London,N21 2,2020,394000,113,0
Greater London,N21 3,2020,411000,91,0
Greater London,N22 5,2020,244000,134,0
Greater London,N22 6,2020,357000,117,0
Greater London,N22 7,2020,431000,130,0
Greater London,N22 8,2020,256000,96,0
Greater London,N3 1,2020,494000,98,0
Greater London,N3 2,2020,359000,119,0
Greater London,N3 3,2020,552000,115,0
Greater London,N4 1,2020,312000,113,0
Greater London,N4 2,2020,457000,270,0
Greater London,N4 3,2020,375000,130,0
Greater London,N4 4,2020,368000,112,0
Greater London,N5 1,2020,575000,172,0
Greater London,N5 2,2020,534000,170,0
Greater London,N6 4,2020,990000,73,0
Greater London,N6 5,2020,546000,192,0
Greater London,N6 6,2020,1743000,45,0
Greater London,N7 0,2020,414000,115,0
Greater London,N7 6,2020,350000,110,0
Greater London,N7 7,2020,420000,88,0
Greater London,N7 8,2020,399000,93,0
Greater London,N7 9,2020,419000,102,0
Greater London,N8 0,2020,379000,136,0
Greater London,N8 7,2020,375000,160,0
Greater London,N8 8,2020,516000,119,0
Greater London,N8 9,2020,491000,184,0
Greater London,N9 0,2020,187000,85,0
Greater London,N9 7,2020,214000,134,0
Greater London,N9 8,2020,181000,131,0
Greater London,N9 9,2020,195000,178,0
Greater London,NW1 0,2020,479000,48,0
Greater London,NW1 1,2020,548000,38,0
Greater London,NW1 2,2020,523000,9,0
Greater London,NW1 3,2020,421000,27,0
Greater London,NW1 4,2020,1535000,40,0
Greater London,NW1 5,2020,665000,68,0
Greater London,NW1 6,2020,504000,111,0
Greater London,NW1 7,2020,864000,88,0
Greater London,NW1 8,2020,816000,92,0
Greater London,NW1 9,2020,599000,86,0
Greater London,NW10 0,2020,205000,68,0
Greater London,NW10 1,2020,407000,71,0
Greater London,NW10 2,2020,350000,78,0
Greater London,NW10 3,2020,612000,91,0
Greater London,NW10 4,2020,300000,90,0
Greater London,NW10 5,2020,450000,148,0
Greater London,NW10 6,2020,306000,40,0
Greater London,NW10 7,2020,366000,76,0
Greater London,NW10 8,2020,229000,72,0
Greater London,NW10 9,2020,230000,57,0
Greater London,NW11 0,2020,685000,54,0
Greater London,NW11 6,2020,888000,104,0
Greater London,NW11 7,2020,818000,92,0
Greater London,NW11 8,2020,679000,63,0
Greater London,NW11 9,2020,514000,70,0
Greater London,NW2 1,2020,354000,79,0
Greater London,NW2 2,2020,545000,93,0
Greater London,NW2 3,2020,320000,120,0
Greater London,NW2 4,2020,419000,75,0
Greater London,NW2 5,2020,318000,92,0
Greater London,NW2 6,2020,324000,127,0
Greater London,NW2 7,2020,236000,80,0
Greater London,NW3 1,2020,1184000,88,0
Greater London,NW3 2,2020,723000,167,0
Greater London,NW3 3,2020,1109000,105,0
Greater London,NW3 4,2020,757000,165,0
Greater London,NW3 5,2020,706000,90,0
Greater London,NW3 6,2020,808000,65,0
Greater London,NW3 7,2020,1389000,98,0
Greater London,NW4 1,2020,427000,105,0
Greater London,NW4 2,2020,391000,81,0
Greater London,NW4 3,2020,391000,84,0
Greater London,NW4 4,2020,266000,127,0
Greater London,NW5 1,2020,752000,93,0
Greater London,NW5 2,2020,527000,103,0
Greater London,NW5 3,2020,511000,44,0
Greater London,NW5 4,2020,459000,65,0
Greater London,NW6 1,2020,554000,192,0
Greater London,NW6 2,2020,468000,91,0
Greater London,NW6 3,2020,649000,145,0
Greater London,NW6 4,2020,491000,97,0
Greater London,NW6 5,2020,385000,103,0
Greater London,NW6 6,2020,650000,120,0
Greater London,NW6 7,2020,471000,181,0
Greater London,NW7 1,2020,463000,141,0
Greater London,NW7 2,2020,400000,116,0
Greater London,NW7 3,2020,457000,84,0
Greater London,NW7 4,2020,818000,78,0
Greater London,NW8 0,2020,1347000,86,0
Greater London,NW8 6,2020,1601000,65,0
Greater London,NW8 7,2020,921000,101,0
Greater London,NW8 8,2020,491000,70,0
Greater London,NW8 9,2020,946000,127,0
Greater London,NW9 0,2020,348000,91,0
Greater London,NW9 4,2020,485000,106,0
Greater London,NW9 5,2020,270000,213,0
Greater London,NW9 6,2020,274000,74,0
Greater London,NW9 7,2020,312000,97,0
Greater London,NW9 8,2020,279000,77,0
Greater London,NW9 9,2020,311000,85,0
Greater London,RM1 1,2020,175000,46,0
Greater London,RM1 2,2020,193000,135,0
Greater London,RM1 3,2020,240000,60,0
Greater London,RM1 4,2020,303000,157,0
Greater London,RM10 7,2020,203000,97,0
Greater London,RM10 8,2020,197000,149,0
Greater London,RM10 9,2020,190000,146,0
Greater London,RM11 1,2020,266000,164,0
Greater London,RM11 2,2020,344000,130,0
Greater London,RM11 3,2020,351000,135,0
Greater London,RM12 4,2020,263000,209,0
Greater London,RM12 5,2020,258000,142,0
Greater London,RM12 6,2020,284000,146,0
Greater London,RM13 7,2020,247000,107,0
Greater London,RM13 8,2020,270000,96,0
Greater London,RM13 9,2020,228000,191,0
Greater London,RM14 1,2020,372000,152,0
Greater London,RM14 2,2020,354000,123,0
Greater London,RM14 3,2020,454000,89,0
Greater London,RM15 4,2020,220000,110,0
Greater London,RM15 5,2020,194000,163,0
Greater London,RM15 6,2020,200000,131,0
Greater London,RM16 2,2020,260000,155,0
Greater London,RM16 3,2020,278000,59,0
Greater London,RM16 4,2020,216000,84,0
Greater London,RM16 5,2020,315000,10,0
Greater London,RM16 6,2020,204000,384,0
Greater London,RM17 5,2020,196000,210,0
Greater London,RM17 6,2020,146000,254,0
Greater London,RM18 7,2020,135000,49,0
Greater London,RM18 8,2020,179000,161,0
Greater London,RM19 1,2020,136000,145,0
Greater London,RM2 5,2020,344000,106,0
Greater London,RM2 6,2020,326000,111,0
Greater London,RM20 3,2020,243000,58,0
Greater London,RM20 4,2020,138000,81,0
Greater London,RM3 0,2020,258000,186,0
Greater London,RM3 7,2020,226000,143,0
Greater London,RM3 8,2020,183000,81,0
Greater London,RM3 9,2020,236000,123,0
Greater London,RM4 1,2020,416000,49,0
Greater London,RM5 2,2020,260000,91,0
Greater London,RM5 3,2020,236000,138,0
Greater London,RM6 4,2020,188000,204,0
Greater London,RM6 5,2020,237000,101,0
Greater London,RM6 6,2020,225000,124,0
Greater London,RM7 0,2020,226000,187,0
Greater London,RM7 7,2020,258000,70,0
Greater London,RM7 8,2020,230000,96,0
Greater London,RM7 9,2020,218000,88,0
Greater London,RM8 1,2020,196000,121,0
Greater London,RM8 2,2020,215000,203,0
Greater London,RM8 3,2020,204000,123,0
Greater London,RM9 4,2020,204000,98,0
Greater London,RM9 5,2020,202000,108,0
Greater London,RM9 6,2020,178000,113,0
Greater London,SE1 0,2020,557000,55,0
Greater London,SE1 1,2020,428000,57,0
Greater London,SE1 2,2020,586000,173,0
Greater London,SE1 3,2020,406000,138,0
Greater London,SE1 4,2020,427000,121,0
Greater London,SE1 5,2020,406000,96,0
Greater London,SE1 6,2020,414000,121,0
Greater London,SE1 7,2020,749000,157,0
Greater London,SE1 8,2020,614000,63,0
Greater London,SE1 9,2020,1191000,66,0
Greater London,SE10 0,2020,462000,309,0
Greater London,SE10 8,2020,449000,174,0
Greater London,SE10 9,2020,439000,193,0
Greater London,SE11 4,2020,429000,96,0
Greater London,SE11 5,2020,389000,60,0
Greater London,SE11 6,2020,392000,43,0
Greater London,SE12 0,2020,278000,145,0
Greater London,SE12 8,2020,302000,134,0
Greater London,SE12 9,2020,244000,123,0
Greater London,SE13 5,2020,322000,234,0
Greater London,SE13 6,2020,276000,198,0
Greater London,SE13 7,2020,308000,256,0
Greater London,SE14 5,2020,286000,186,0
Greater London,SE14 6,2020,643000,103,0
Greater London,SE15 1,2020,202000,39,0
Greater London,SE15 2,2020,354000,131,0
Greater London,SE15 3,2020,378000,152,0
Greater London,SE15 4,2020,438000,124,0
Greater London,SE15 5,2020,362000,80,0
Greater London,SE15 6,2020,275000,67,0
Greater London,SE16 2,2020,273000,59,0
Greater London,SE16 3,2020,287000,110,0
Greater London,SE16 4,2020,388000,85,0
Greater London,SE16 5,2020,313000,151,0
Greater London,SE16 6,2020,312000,84,0
Greater London,SE16 7,2020,334000,210,0
Greater London,SE17 1,2020,472000,116,0
Greater London,SE17 2,2020,307000,66,0
Greater London,SE17 3,2020,358000,107,0
Greater London,SE18 1,2020,200000,133,0
Greater London,SE18 2,2020,223000,117,0
Greater London,SE18 3,2020,241000,125,0
Greater London,SE18 4,2020,211000,113,0
Greater London,SE18 5,2020,197000,73,0
Greater London,SE18 6,2020,367000,225,0
Greater London,SE18 7,2020,195000,85,0
Greater London,SE19 1,2020,312000,132,0
Greater London,SE19 2,2020,266000,174,0
Greater London,SE19 3,2020,312000,195,0
Greater London,SE2 0,2020,217000,119,0
Greater London,SE2 9,2020,216000,111,0
Greater London,SE20 7,2020,256000,188,0
Greater London,SE20 8,2020,234000,161,0
Greater London,SE21 7,2020,1440000,29,0
Greater London,SE21 8,2020,504000,171,0
Greater London,SE22 0,2020,458000,194,0
Greater London,SE22 8,2020,428000,139,0
Greater London,SE22 9,2020,399000,159,0
Greater London,SE23 1,2020,328000,146,0
Greater London,SE23 2,2020,332000,183,0
Greater London,SE23 3,2020,374000,179,0
Greater London,SE24 0,2020,428000,135,0
Greater London,SE24 9,2020,478000,129,0
Greater London,SE25 4,2020,233000,194,0
Greater London,SE25 5,2020,210000,155,0
Greater London,SE25 6,2020,207000,224,0
Greater London,SE26 4,2020,300000,154,0
Greater London,SE26 5,2020,302000,141,0
Greater London,SE26 6,2020,304000,168,0
Greater London,SE27 0,2020,318000,163,0
Greater London,SE27 9,2020,330000,168,0
Greater London,SE28 0,2020,212000,155,0
Greater London,SE28 8,2020,167000,214,0
Greater London,SE3 0,2020,536000,114,0
Greater London,SE3 7,2020,452000,157,0
Greater London,SE3 8,2020,314000,119,0
Greater London,SE3 9,2020,488000,187,0
Greater London,SE4 1,2020,339000,254,0
Greater London,SE4 2,2020,347000,142,0
Greater London,SE5 0,2020,342000,87,0
Greater London,SE5 7,2020,331000,83,0
Greater London,SE5 8,2020,435000,173,0
Greater London,SE5 9,2020,362000,116,0
Greater London,SE6 1,2020,262000,238,0
Greater London,SE6 2,2020,279000,158,0
Greater London,SE6 3,2020,239000,106,0
Greater London,SE6 4,2020,259000,180,0
Greater London,SE7 7,2020,312000,172,0
Greater London,SE7 8,2020,293000,70,0
Greater London,SE8 3,2020,326000,138,0
Greater London,SE8 4,2020,267000,105,0
Greater London,SE8 5,2020,305000,119,0
Greater London,SE9 1,2020,311000,145,0
Greater London,SE9 2,2020,301000,124,0
Greater London,SE9 3,2020,302000,143,0
Greater London,SE9 4,2020,227000,155,0
Greater London,SE9 5,2020,232000,98,0
Greater London,SE9 6,2020,259000,104,0
Greater London,SM1 1,2020,252000,53,0
Greater London,SM1 2,2020,260000,239,0
Greater London,SM1 3,2020,277000,204,0
Greater London,SM1 4,2020,216000,183,0
Greater London,SM2 5,2020,269000,237,0
Greater London,SM2 6,2020,250000,210,0
Greater London,SM2 7,2020,625000,73,0
Greater London,SM3 8,2020,332000,114,0
Greater London,SM3 9,2020,275000,176,0
Greater London,SM4 4,2020,293000,156,0
Greater London,SM4 5,2020,275000,121,0
Greater London,SM4 6,2020,236000,123,0
Greater London,SM5 1,2020,197000,108,0
Greater London,SM5 2,2020,229000,195,0
Greater London,SM5 3,2020,305000,111,0
Greater London,SM5 4,2020,400000,90,0
Greater London,SM6 0,2020,266000,126,0
Greater London,SM6 7,2020,253000,123,0
Greater London,SM6 8,2020,251000,174,0
Greater London,SM6 9,2020,299000,144,0
Greater London,SM7 1,2020,494000,95,0
Greater London,SM7 2,2020,323000,133,0
Greater London,SM7 3,2020,422000,68,0
Greater London,SW10 0,2020,961000,150,0
Greater London,SW10 9,2020,1083000,202,0
Greater London,SW11 1,2020,478000,229,0
Greater London,SW11 2,2020,360000,176,0
Greater London,SW11 3,2020,482000,268,0
Greater London,SW11 4,2020,733000,222,0
Greater London,SW11 5,2020,434000,283,0
Greater London,SW11 6,2020,786000,218,0
Greater London,SW11 7,2020,909000,60,0
Greater London,SW11 8,2020,1340000,106,0
Greater London,SW12 0,2020,415000,163,0
Greater London,SW12 8,2020,653000,235,0
Greater London,SW12 9,2020,436000,226,0
Greater London,SW13 0,2020,683000,121,0
Greater London,SW13 8,2020,819000,48,0
Greater London,SW13 9,2020,1106000,106,0
Greater London,SW14 7,2020,776000,133,0
Greater London,SW14 8,2020,607000,179,0
Greater London,SW15 1,2020,659000,184,0
Greater London,SW15 2,2020,521000,229,0
Greater London,SW15 3,2020,462000,169,0
Greater London,SW15 4,2020,220000,65,0
Greater London,SW15 5,2020,527000,138,0
Greater London,SW15 6,2020,542000,165,0
Greater London,SW16 1,2020,380000,171,0
Greater London,SW16 2,2020,315000,289,0
Greater London,SW16 3,2020,424000,118,0
Greater London,SW16 4,2020,263000,180,0
Greater London,SW16 5,2020,304000,215,0
Greater London,SW16 6,2020,346000,251,0
Greater London,SW17 0,2020,369000,241,0
Greater London,SW17 6,2020,256000,61,0
Greater London,SW17 7,2020,519000,231,0
Greater London,SW17 8,2020,407000,283,0
Greater London,SW17 9,2020,324000,245,0
Greater London,SW18 1,2020,541000,353,0
Greater London,SW18 2,2020,516000,217,0
Greater London,SW18 3,2020,631000,289,0
Greater London,SW18 4,2020,403000,272,0
Greater London,SW18 5,2020,499000,244,0
Greater London,SW19 1,2020,383000,242,0
Greater London,SW19 2,2020,262000,232,0
Greater London,SW19 3,2020,487000,199,0
Greater London,SW19 4,2020,837000,127,0
Greater London,SW19 5,2020,1244000,81,0
Greater London,SW19 6,2020,328000,195,0
Greater London,SW19 7,2020,977000,113,0
Greater London,SW19 8,2020,484000,278,0
Greater London,SW1A 1,2020,8718000,5,0
Greater London,SW1A 2,2020,2501000,7,0
Greater London,SW1E 5,2020,3126000,5,0
Greater London,SW1E 6,2020,1207000,20,0
Greater London,SW1H 0,2020,1541000,14,0
Greater London,SW1H 9,2020,2460000,10,0
Greater London,SW1P 1,2020,897000,36,0
Greater London,SW1P 2,2020,929000,67,0
Greater London,SW1P 3,2020,1645000,30,0
Greater London,SW1P 4,2020,700000,117,0
Greater London,SW1V 1,2020,778000,38,0
Greater London,SW1V 2,2020,572000,103,0
Greater London,SW1V 3,2020,450000,79,0
Greater London,SW1V 4,2020,656000,114,0
Greater London,SW1W 0,2020,1273000,16,0
Greater London,SW1W 8,2020,1833000,88,0
Greater London,SW1W 9,2020,2300000,51,0
Greater London,SW1X 0,2020,1800000,61,0
Greater London,SW1X 7,2020,2401000,19,0
Greater London,SW1X 8,2020,2145000,41,0
Greater London,SW1X 9,2020,1368000,35,0
Greater London,SW1Y 4,2020,1926000,7,0
Greater London,SW1Y 5,2020,1485000,7,0
Greater London,SW1Y 6,2020,1494000,11,0
Greater London,SW2 1,2020,337000,104,0
Greater London,SW2 2,2020,343000,167,0
Greater London,SW2 3,2020,309000,164,0
Greater London,SW2 4,2020,350000,187,0
Greater London,SW2 5,2020,347000,150,0
Greater London,SW20 0,2020,588000,143,0
Greater London,SW20 8,2020,423000,259,0
Greater London,SW20 9,2020,370000,101,0
Greater London,SW3 1,2020,1029000,31,0
Greater London,SW3 2,2020,1235000,80,0
Greater London,SW3 3,2020,738000,124,0
Greater London,SW3 4,2020,1279000,91,0
Greater London,SW3 5,2020,1439000,112,0
Greater London,SW3 6,2020,2710000,52,0
Greater London,SW4 0,2020,666000,118,0
Greater London,SW4 6,2020,432000,117,0
Greater London,SW4 7,2020,398000,132,0
Greater London,SW4 8,2020,484000,85,0
Greater London,SW4 9,2020,622000,204,0
Greater London,SW5 0,2020,989000,142,0
Greater London,SW5 9,2020,536000,137,0
Greater London,SW6 1,2020,747000,131,0
Greater London,SW6 2,2020,775000,277,0
Greater London,SW6 3,2020,1003000,152,0
Greater London,SW6 4,2020,710000,146,0
Greater London,SW6 5,2020,690000,136,0
Greater London,SW6 6,2020,594000,244,0
Greater London,SW6 7,2020,595000,159,0
Greater London,SW7 1,2020,2122000,46,0
Greater London,SW7 2,2020,2240000,43,0
Greater London,SW7 3,2020,1481000,77,0
Greater London,SW7 4,2020,972000,109,0
Greater London,SW7 5,2020,1064000,97,0
Greater London,SW8 1,2020,609000,134,0
Greater London,SW8 2,2020,543000,148,0
Greater London,SW8 3,2020,386000,108,0
Greater London,SW8 4,2020,435000,118,0
Greater London,SW8 5,2020,1202000,33,0
Greater London,SW9 0,2020,383000,153,0
Greater London,SW9 6,2020,347000,62,0
Greater London,SW9 7,2020,342000,41,0
Greater London,SW9 8,2020,447000,44,0
Greater London,SW9 9,2020,372000,151,0
Greater London,TW1 1,2020,462000,170,0
Greater London,TW1 2,2020,543000,119,0
Greater London,TW1 3,2020,453000,103,0
Greater London,TW1 4,2020,533000,162,0
Greater London,TW10 5,2020,734000,64,0
Greater London,TW10 6,2020,771000,163,0
Greater London,TW10 7,2020,555000,94,0
Greater London,TW11 0,2020,464000,123,0
Greater London,TW11 8,2020,445000,147,0
Greater London,TW11 9,2020,577000,180,0
Greater London,TW12 1,2020,384000,122,0
Greater London,TW12 2,2020,512000,154,0
Greater London,TW12 3,2020,318000,106,0
Greater London,TW13 4,2020,196000,162,0
Greater London,TW13 5,2020,265000,113,0
Greater London,TW13 6,2020,232000,95,0
Greater London,TW13 7,2020,224000,71,0
Greater London,TW14 0,2020,208000,61,0
Greater London,TW14 8,2020,230000,116,0
Greater London,TW14 9,2020,204000,126,0
Greater London,TW15 1,2020,264000,166,0
Greater London,TW15 2,2020,267000,148,0
Greater London,TW15 3,2020,285000,143,0
Greater London,TW16 5,2020,412000,90,0
Greater London,TW16 6,2020,347000,72,0
Greater London,TW16 7,2020,223000,162,0
Greater London,TW17 0,2020,292000,62,0
Greater London,TW17 8,2020,345000,103,0
Greater London,TW17 9,2020,478000,57,0
Greater London,TW18 1,2020,295000,109,0
Greater London,TW18 2,2020,301000,126,0
Greater London,TW18 3,2020,268000,93,0
Greater London,TW18 4,2020,269000,129,0
Greater London,TW19 5,2020,444000,44,0
Greater London,TW19 6,2020,293000,19,0
Greater London,TW19 7,2020,222000,153,0
Greater London,TW2 5,2020,411000,191,0
Greater London,TW2 6,2020,400000,170,0
Greater London,TW2 7,2020,383000,147,0
Greater London,TW20 0,2020,449000,134,0
Greater London,TW20 8,2020,300000,102,0
Greater London,TW20 9,2020,299000,166,0
Greater London,TW3 1,2020,278000,115,0
Greater London,TW3 2,2020,287000,108,0
Greater London,TW3 3,2020,226000,113,0
Greater London,TW3 4,2020,256000,80,0
Greater London,TW4 5,2020,242000,96,0
Greater London,TW4 6,2020,222000,30,0
Greater London,TW4 7,2020,242000,39,0
Greater London,TW5 0,2020,275000,110,0
Greater London,TW5 9,2020,268000,85,0
Greater London,TW6 2,2020,500000,1,0
Greater London,TW7 4,2020,376000,112,0
Greater London,TW7 5,2020,330000,118,0
Greater London,TW7 6,2020,289000,162,0
Greater London,TW7 7,2020,363000,125,0
Greater London,TW8 0,2020,414000,192,0
Greater London,TW8 8,2020,343000,95,0
Greater London,TW8 9,2020,327000,78,0
Greater London,TW9 1,2020,615000,81,0
Greater London,TW9 2,2020,589000,115,0
Greater London,TW9 3,2020,625000,56,0
Greater London,TW9 4,2020,544000,113,0
Greater London,UB1 1,2020,261000,78,0
